correct,score,date,matrix,text,name
7,344,2023-11-14,"[[true, false, false], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 226 7/9:
Rarity: 344
🟩⬜️⬜️
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,201,2023-11-14,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 226 8/9:
Rarity: 201
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩",Will
5,511,2023-11-14,"[[false, false, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 226 5/9:
Rarity: 511
⬜️⬜️🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,421,2023-11-14,"[[false, false, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 226 6/9:
Rarity: 421
⬜️⬜️🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,285,2023-11-14,"[[true, false, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 226 7/9:
Rarity: 285
🟩⬜️🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
3,621,2023-11-15,"[[false, false, true], [false, false, true], [false, false, true]]","⚾️ Immaculate Grid 227 3/9:
Rarity: 621
⬜️⬜️🟩
⬜️⬜️🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,264,2023-11-15,"[[true, false, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 227 7/9:
Rarity: 264
🟩⬜️🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
4,520,2023-11-15,"[[false, false, true], [false, false, true], [false, true, true]]","⚾️ Immaculate Grid 227 4/9:
Rarity: 520
⬜️⬜️🟩
⬜️⬜️🟩
⬜️🟩🟩",Will
5,463,2023-11-15,"[[false, false, true], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 227 5/9:
Rarity: 463
⬜️⬜️🟩
⬜️⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,360,2023-11-15,"[[false, false, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 227 6/9:
Rarity: 360
⬜️⬜️🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Good job",Cliff
8,197,2023-11-16,"[[true, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 228 8/9:
Rarity: 197
🟩🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Messed up on Texas cubs and lost a pick",Cliff
8,256,2023-11-16,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 228 8/9:
Rarity: 256
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,312,2023-11-16,"[[true, true, true], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 228 7/9:
Rarity: 312
🟩🟩🟩
⬜️⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,246,2023-11-16,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 228 8/9:
Rarity: 246
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,220,2023-11-16,"[[true, true, true], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 228 7/9:
Rarity: 220
🟩🟩🟩
⬜️⬜️🟩
🟩🟩🟩",Will
7,384,2023-11-17,"[[false, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 229 7/9:
Rarity: 384
⬜️🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
4,648,2023-11-17,"[[false, true, true], [false, true, true], [false, false, false]]","⚾️ Immaculate Grid 229 4/9:
Rarity: 648
⬜️🟩🟩
⬜️🟩🟩
⬜️⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,326,2023-11-17,"[[true, true, true], [false, true, true], [true, true, false]]","⚾️ Immaculate Grid 229 7/9:
Rarity: 326
🟩🟩🟩
⬜️🟩🟩
🟩🟩⬜️",Will
4,571,2023-11-17,"[[false, true, true], [false, true, false], [false, true, false]]","⚾️ Immaculate Grid 229 4/9:
Rarity: 571
⬜️🟩🟩
⬜️🟩⬜️
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,307,2023-11-17,"[[true, true, true], [false, true, false], [true, true, true]]","⚾️ Immaculate Grid 229 7/9:
Rarity: 307
🟩🟩🟩
⬜️🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref
29 stolen bases for tatis jr",Cliff
8,158,2023-11-18,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 230 8/9:
Rarity: 158
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩",Will
8,165,2023-11-18,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 230 8/9:
Rarity: 165
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,168,2023-11-18,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 230 8/9:
Rarity: 168
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Messed up",Cliff
6,387,2023-11-18,"[[true, false, true], [true, true, true], [false, false, true]]","⚾️ Immaculate Grid 230 6/9:
Rarity: 387
🟩⬜️🟩
🟩🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,97,2023-11-18,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 230 9/9:
Rarity: 97
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,350,2023-11-19,"[[true, true, false], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 231 7/9:
Rarity: 350
🟩🟩⬜️
⬜️🟩🟩
🟩🟩🟩",Will
9,75,2023-11-19,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 231 9/9:
Rarity: 75
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,297,2023-11-19,"[[true, true, false], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 231 7/9:
Rarity: 297
🟩🟩⬜️
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

You did great. Got killed on the first round picks.",Cliff
6,365,2023-11-19,"[[false, true, false], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 231 6/9:
Rarity: 365
⬜️🟩⬜️
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,264,2023-11-19,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 231 7/9:
Rarity: 264
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
3,714,2023-11-20,"[[false, true, false], [false, true, false], [false, true, false]]","⚾️ Immaculate Grid 232 3/9:
Rarity: 714
⬜️🟩⬜️
⬜️🟩⬜️
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
1,852,2023-11-20,"[[false, true, false], [false, false, false], [false, false, false]]","⚾️ Immaculate Grid 232 1/9:
Rarity: 852
⬜️🟩⬜️
⬜️⬜️⬜️
⬜️⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
4,644,2023-11-20,"[[true, true, true], [false, false, false], [false, true, false]]","⚾️ Immaculate Grid 232 4/9:
Rarity: 644
🟩🟩🟩
⬜️⬜️⬜️
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,378,2023-11-20,"[[true, true, true], [false, false, true], [true, false, true]]","⚾️ Immaculate Grid 232 6/9:
Rarity: 378
🟩🟩🟩
⬜️⬜️🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
4,592,2023-11-20,"[[true, true, false], [true, true, false], [false, false, false]]","⚾️ Immaculate Grid 232 4/9:
Rarity: 592
🟩🟩⬜️
🟩🟩⬜️
⬜️⬜️⬜️",Will
7,325,2023-11-21,"[[true, true, false], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 233 7/9:
Rarity: 325
🟩🟩⬜️
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,384,2023-11-21,"[[true, true, true], [true, true, true], [false, false, true]]","⚾️ Immaculate Grid 233 7/9:
Rarity: 384
🟩🟩🟩
🟩🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,386,2023-11-21,"[[true, true, false], [true, true, true], [false, false, true]]","⚾️ Immaculate Grid 233 6/9:
Rarity: 386
🟩🟩⬜️
🟩🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
5,413,2023-11-21,"[[false, true, true], [false, true, true], [false, false, true]]","⚾️ Immaculate Grid 233 5/9:
Rarity: 413
⬜️🟩🟩
⬜️🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref
A lot of bad guesses",Cliff
8,170,2023-11-21,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 233 8/9:
Rarity: 170
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
9,46,2023-11-22,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 234 9/9:
Rarity: 46
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,203,2023-11-22,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 234 8/9:
Rarity: 203
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,197,2023-11-22,"[[false, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 234 8/9:
Rarity: 197
⬜️🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,277,2023-11-22,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 234 7/9:
Rarity: 277
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,167,2023-11-22,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 234 9/9:
Rarity: 167
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,147,2023-11-23,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 235 9/9:
Rarity: 147
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Wimped out",Cliff
8,196,2023-11-23,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 235 8/9:
Rarity: 196
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,343,2023-11-23,"[[true, true, true], [false, true, true], [true, false, true]]","⚾️ Immaculate Grid 235 7/9:
Rarity: 343
🟩🟩🟩
⬜️🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,147,2023-11-23,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 235 8/9:
Rarity: 147
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
9,6,2023-11-24,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 236 9/9:
Rarity: 6
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
4,549,2023-11-24,"[[true, false, true], [false, false, true], [false, false, true]]","⚾️ Immaculate Grid 235 4/9:
Rarity: 549
🟩⬜️🟩
⬜️⬜️🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,263,2023-11-24,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 236 7/9:
Rarity: 263
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,112,2023-11-24,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 236 8/9:
Rarity: 112
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,60,2023-11-24,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 236 9/9:
Rarity: 60
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,51,2023-11-24,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 236 9/9:
Rarity: 51
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,70,2023-11-25,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 237 9/9:
Rarity: 70
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
7,253,2023-11-25,"[[true, true, false], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 237 7/9:
Rarity: 253
🟩🟩⬜️
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,147,2023-11-25,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 237 8/9:
Rarity: 147
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,115,2023-11-25,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 237 8/9:
Rarity: 115
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Messed up",Cliff
9,92,2023-11-25,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 237 9/9:
Rarity: 92
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,468,2023-11-26,"[[true, true, false], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 238 6/9:
Rarity: 468
🟩🟩⬜️
⬜️⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,444,2023-11-26,"[[true, true, false], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 238 6/9:
Rarity: 444
🟩🟩⬜️
⬜️⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,268,2023-11-26,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 238 8/9:
Rarity: 268
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
9,151,2023-11-26,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 238 9/9:
Rarity: 151
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,207,2023-11-26,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 238 8/9:
Rarity: 207
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,292,2023-11-27,"[[false, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 239 7/9:
Rarity: 292
⬜️🟩🟩
🟩🟩🟩
🟩⬜️🟩",Will
4,509,2023-11-27,"[[false, true, true], [false, false, true], [false, false, true]]","⚾️ Immaculate Grid 239 4/9:
Rarity: 509
⬜️🟩🟩
⬜️⬜️🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,428,2023-11-27,"[[true, true, true], [false, false, true], [true, false, true]]","⚾️ Immaculate Grid 239 6/9:
Rarity: 428
🟩🟩🟩
⬜️⬜️🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,346,2023-11-27,"[[true, true, true], [false, true, true], [false, false, true]]","⚾️ Immaculate Grid 239 6/9:
Rarity: 346
🟩🟩🟩
⬜️🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
6,352,2023-11-27,"[[false, true, true], [true, true, true], [false, false, true]]","⚾️ Immaculate Grid 239 6/9:
Rarity: 352
⬜️🟩🟩
🟩🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Tough one",Cliff
7,267,2023-11-28,"[[true, true, true], [false, true, false], [true, true, true]]","⚾️ Immaculate Grid 240 7/9:
Rarity: 267
🟩🟩🟩
⬜️🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,300,2023-11-28,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 240 8/9:
Rarity: 300
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,443,2023-11-28,"[[false, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 240 7/9:
Rarity: 443
⬜️🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,310,2023-11-28,"[[false, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 240 7/9:
Rarity: 310
⬜️🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
4,650,2023-11-28,"[[false, false, true], [false, true, false], [false, true, true]]","⚾️ Immaculate Grid 240 4/9:
Rarity: 650
⬜️⬜️🟩
⬜️🟩⬜️
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,416,2023-11-29,"[[true, false, true], [true, true, true], [true, false, false]]","⚾️ Immaculate Grid 241 6/9:
Rarity: 416
🟩⬜️🟩
🟩🟩🟩
🟩⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,128,2023-11-29,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 241 9/9:
Rarity: 128
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,227,2023-11-29,"[[true, false, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 241 8/9:
Rarity: 227
🟩⬜️🟩
🟩🟩🟩
🟩🟩🟩",Will
9,16,2023-11-29,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 241 9/9:
Rarity: 16
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
5,525,2023-11-29,"[[false, false, true], [true, false, true], [true, false, true]]","⚾️ Immaculate Grid 241 5/9:
Rarity: 525
⬜️⬜️🟩
🟩⬜️🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,315,2023-11-30,"[[true, false, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 242 7/9:
Rarity: 315
🟩⬜️🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
3,626,2023-11-30,"[[true, false, false], [true, false, false], [true, false, false]]","⚾️ Immaculate Grid 242 3/9:
Rarity: 626
🟩⬜️⬜️
🟩⬜️⬜️
🟩⬜️⬜️",Will
3,663,2023-11-30,"[[false, true, false], [true, false, false], [true, false, false]]","⚾️ Immaculate Grid 242 3/9:
Rarity: 663
⬜️🟩⬜️
🟩⬜️⬜️
🟩⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

All my guesses were a little off. Terrible",Cliff
2,769,2023-11-30,"[[true, false, true], [false, false, false], [false, false, false]]","⚾️ Immaculate Grid 242 2/9:
Rarity: 769
🟩⬜️🟩
⬜️⬜️⬜️
⬜️⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
5,504,2023-11-30,"[[true, true, false], [true, true, false], [false, true, false]]","⚾️ Immaculate Grid 242 5/9:
Rarity: 504
🟩🟩⬜️
🟩🟩⬜️
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,382,2023-12-01,"[[true, true, true], [false, true, false], [true, true, true]]","⚾️ Immaculate Grid 243 7/9:
Rarity: 382
🟩🟩🟩
⬜️🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,139,2023-12-01,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 243 8/9:
Rarity: 139
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Cannot believe yaz never had 200 hits.",Cliff
8,242,2023-12-01,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 243 8/9:
Rarity: 242
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Choked the last one",Will
7,272,2023-12-01,"[[false, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 243 7/9:
Rarity: 272
⬜️🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,229,2023-12-02,"[[false, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 244 8/9:
Rarity: 229
⬜️🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,201,2023-12-02,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 244 9/9:
Rarity: 201
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,261,2023-12-02,"[[false, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 244 8/9:
Rarity: 261
⬜️🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
7,387,2023-12-02,"[[true, true, true], [false, true, false], [true, true, true]]","⚾️ Immaculate Grid 243 7/9:
Rarity: 387
🟩🟩🟩
⬜️🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,311,2023-12-02,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 244 8/9:
Rarity: 311
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,122,2023-12-02,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 244 9/9:
Rarity: 122
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Finally got category I wanted. The met I picked was so rare no picture.",Cliff
6,418,2023-12-03,"[[true, true, false], [false, true, true], [true, true, false]]","⚾️ Immaculate Grid 245 6/9:
Rarity: 418
🟩🟩⬜️
⬜️🟩🟩
🟩🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
4,507,2023-12-03,"[[true, true, false], [true, false, false], [false, true, false]]","⚾️ Immaculate Grid 245 4/9:
Rarity: 507
🟩🟩⬜️
🟩⬜️⬜️
⬜️🟩⬜️",Will
2,746,2023-12-03,"[[false, false, false], [false, false, false], [true, true, false]]","⚾️ Immaculate Grid 245 2/9:
Rarity: 746
⬜️⬜️⬜️
⬜️⬜️⬜️
🟩🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
1,800,2023-12-03,"[[false, false, false], [false, false, false], [false, true, false]]","⚾️ Immaculate Grid 245 1/9:
Rarity: 800
⬜️⬜️⬜️
⬜️⬜️⬜️
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref
Awful",Cliff
5,513,2023-12-03,"[[true, true, false], [false, true, true], [false, true, false]]","⚾️ Immaculate Grid 245 5/9:
Rarity: 513
🟩🟩⬜️
⬜️🟩🟩
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,136,2023-12-04,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 246 8/9:
Rarity: 136
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
8,184,2023-12-04,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 246 8/9:
Rarity: 184
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
7,364,2023-12-04,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 246 7/9:
Rarity: 364
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
4,563,2023-12-04,"[[false, false, true], [false, true, true], [false, false, true]]","⚾️ Immaculate Grid 246 4/9:
Rarity: 563
⬜️⬜️🟩
⬜️🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,387,2023-12-04,"[[false, true, true], [true, true, true], [false, false, true]]","⚾️ Immaculate Grid 246 6/9:
Rarity: 387
⬜️🟩🟩
🟩🟩🟩
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
4,622,2023-12-05,"[[false, false, true], [false, false, true], [false, true, true]]","⚾️ Immaculate Grid 247 4/9:
Rarity: 622
⬜️⬜️🟩
⬜️⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,333,2023-12-05,"[[false, false, false], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 247 6/9:
Rarity: 333
⬜️⬜️⬜️
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
